siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
363,SEDGE,162003.0,2003.0,1978.0,4,28.8,8,," (6 sunrise, 2 sunset); 2, 8, 11, 14, 16, 18, 21, 23 June, 2003.",10.0,17.0,67.5,270/40 ha,"Mean start temp., 14.6°C (range 10–18°C)."
364,SHRUBBY SWAMP AND SEDGE HUMMOCKS,172003.0,2003.0,1971.0,29,268.7,84,," (43 sunrise, 0 sunset), 2003.",8.1,27.0,61.0,301/40 ha,"Mean start temp., 9.5°C (range 4–19°C)."
53,DISTURBED COASTAL SCRUB A,192003.0,2003.0,1972.0,29,164.6,65,," (19 sunrise, 0 sunset), 2003.",4.7,29.0,42.0,357/40 ha,"Mean start temp., 9.5°C (range 4–19°C)."
54,DISTURBED COASTAL SCRUB B,202003.0,2003.0,1971.0,29,401.5,,,,8.1,25.0,71.0,351/40 ha,"Mean start temp., 9.5°C (range 4–19°C)."
354,MIXED HARDWOOD POLETIMBER,12004.0,2004.0,1965.0,38,17.5,10,," (1 sunrise, 5 sunset); 6, 15, 22, 29 May; 10, 21 June; 2, 9, 19, 30 July; 2004. Maximum number of observers/visit, 3.",10.1,42.0,77.5,307/40 ha,"Mean start temp., 19.3°C (range 14–26°C). This year's weather was ideal for breeding activity. The only exceptions were a few cold nights in May. Overall, temperatures were below average from May through August. May's mean temperature was 15.9°C, June's was 17.7°C, and July's was 20.8°C. Rain fell on 19 days in May with precipitation totaling 11.2 cm (about average). During June, there were 10 days with rainfall totaling only 5.7 cm (5 cm below average). During July, there were 14 days with precipitation that amounted to a total of 11.9 cm (1 cm below average)."
365,MIXED UPLAND BROADLEAF FOREST,32004.0,2004.0,1991.0,10,25.2,10,," (10 sunrise); 29, 30 May; 5, 6, 12, 13, 19, 20, 27 June; 10 July; 2004.",16.0,29.0,94.5,236/40 ha,"Mean start temp., 17.9°C (range 14–22°C)."
366,RED OAK,52004.0,2004.0,1973.0,7,38.2,10,," (9 sunrise, 1 sunset); 3, 7, 13, 16, 20, 23, 26, 28, 30 June; 1 July; 2004.",11.0,39.0,189.5,689/40 ha,"Mean start temp., 16.7ºC (range 10–27ºC)."
367,RED OAK,62004.0,2004.0,1979.0,5,44.8,10,," (9 sunrise, 1 sunset); 1, 5, 12, 17, 21, 24, 27, 29 June; 1 July; 2004.",10.5,32.0,175.0,667/40 ha,"Mean start temp., 15.2°C (range 10–20°C)."
356,OAK,72004.0,2004.0,1993.0,12,16.5,9,," (9 sunrise, 0 sunset); 1, 5, 9, 10, 11, 12, 16, 20, 25 May; 2004.",11.3,11.0,24.0,85/40 ha,"Mean start temp., 15.6°C (range 8–25°C). Grounds were damp with winds calm to light. May 2004 received near normal precipitation, however observers avoided days with heavy rain. Normal May temperatures: mean 16.7°C, minimum 11.1°C, maximum 22.2°C. Source: National Climatic Data Center, Asheville, NC (2000)."
368,HARDWOOD SWAMP FOREST,82004.0,2004.0,1992.0,12,19.8,8,," (6 sunrise, 2 sunset); 29 May; 11, 18, 19, 24 June; 2, 3, 9 July; 2004.",10.2,9.0,57.5,225/40 ha,"Mean start temp., 18.0°C (range 14–21°C). The 2 July visit followed heavy rain; stream noise was considerable."
359,CLIMAX HEMLOCK,102004.0,2004.0,1965.0,38,24.5,12,," (1 sunrise, 5 sunset); 1, 7, 14, 21, 29 May; 8, 15, 26 June; 6, 16, 24, 31 July; 2004. Maximum number of observers/visit, 3.",10.5,43.0,123.5,470/40 ha,"Mean start temp., 19.8°C (range 13–25°C). This year's weather was ideal for breeding activity, except for a few cold nights in May. Overall, temperatures were below average from May through August; May's mean temperature was 15.9°C, June's was 17.7°C, and July's was 20.8°C. No days exceeded 32.2°C. Rain fell on 19 days in May with precipitation totaling 11.2 cm (average); there were 10 days of rain totaling 5.7 cm during June (5 cm below normal); and 14 days of rain totaling 11.9 cm during July (1 cm below normal). The only significant rainstorm in July (on the 28th) produced 3 cm of rain."
369,YOUNG MIXED HARDWOOD,112004.0,2004.0,1978.0,27,13.5,8,," (1 sunrise, 6 sunset); 13, 20, 28 May; 11, 22 June; 2, 15, 26 July; 2004.",8.5,40.0,71.0,334/40 ha,"Mean start temp., 19.4°C (range 12–23°C). This year's weather was ideal for breeding activity, except for a few cold nights in May. Overall, temperatures were below average from May through August. May's mean temperature was 15.9°C, June's was 17.7°C, and July's was 20.8°C. No days exceeded 32.2°C. Rain fell on 19 days in May with precipitation totaling 11.2 cm (average); there were 10 days of rain totaling 5.7 cm in June (5 cm below normal); and 14 days of rain totaling 11.9 cm in July (1 cm below normal). The only significant rainstorm in July (on the 28th) produced 3 cm of rain."
370,RIPARIAN WOODLAND,122004.0,2004.0,1997.0,8,11.5,7,," (7 sunrise); 3, 11, 17 May; 1, 8, 15, 22 June; 2004.",8.9,19.0,42.0,189/40 ha,"Mean start temp., 9.7°C (range 6–14°C). The seven sunrise visits explain the lower starting temperatures than during the first five years of the census. No flooding this year. This year 's mosquito hatch between 15 and 22 June was less than last year's hatch for the same time period."
371,DRY COTTONWOOD,132004.0,2004.0,1991.0,4,34.0,8,," (7 sunrise, 1 sunset); 3, 6, 7, 20, 22, 23, 28, 30 June; 2004.",10.5,15.0,35.5,135/40 ha,"Mean start temp., 15°C (range 12–20°C)."
362,INTERGRADING DUNE,142004.0,2004.0,1965.0,8,34.8,8,," (7 sunrise, 1 sunset); 5, 9, 15, 16, 18, 24, 26, 27 June; 2004.",11.0,12.0,36.0,131/40 ha,"Mean start temp., 16.8ºC (range 12–25ºC)."
372,RIPARIAN SCRUB BASIN,152004.0,2004.0,2004.0,1,23.2,10,," (3 sunrise, 0 sunset); 19, 25, 27 May; 7, 13, 24 June; 8, 14, 22, 23 July; 2004.",12.7,27.0,91.5,288/40 ha,"Mean start temp., 21.4˚C (range 11–33˚C). Temperatures were mildly warm, as typical for southern California's Mediterranean climate. There was no precipitation during, or within 24 hours of, survey visits."
373,STREAMSIDE RIPARIAN WOODLAND I,162004.0,2004.0,2004.0,1,36.8,8,," (7 sunrise, 0 sunset); 30 April; 12, 17 May; 3, 15, 23 June; 2, 9 July; 2004.",16.4,28.0,228.5,557/40 ha,"Mean start temp., 18.0˚C (range 17–21˚C). Temperatures were mild, as typical for southern California's Mediterranean climate. There was no precipitation during, before, or after (within 24 hours of) survey visits."
374,STREAMSIDE RIPARIAN WOODLAND II,172004.0,2004.0,2004.0,1,13.4,8,," (1 sunrise, 0 sunset); 13, 20, 28 May; 4, 11, 18 June; 13, 23 July; 2004.",10.3,30.0,104.5,406/40 ha,"Mean start temp., 20.6˚C (range 16–28˚C). Temperatures were mildly warm, as typical for southern California's Mediterranean climate."
375,STREAMSIDE RIPARIAN WOODLAND III,182004.0,2004.0,2004.0,1,21.5,8,," (1 sunrise, 0 sunset); 14, 21, 28 May; 4, 8, 25 June; 2, 9 July; 2004.",13.0,35.0,135.0,415/40 ha,"Mean start temp., 20.8˚C (range 12–29˚C). Temperatures were mildly warm, as typical for southern California's Mediterranean climate. There was no precipitation during, or within 24 hours of, survey visits. Source: Western Regional Climate Center for Beaumont, CA."
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,192004.0,2004.0,1965.0,38,24.5,12,," (1 sunrise, 4 sunset); 1, 8, 17, 25 May; 3, 11, 18, 29 June; 9, 16, 24, 31 July; 2004. Maximum number of observers/visit, 3.",8.1,43.0,215.5,1064/40 ha,"Mean start temp., 19.6°C (range 15–25°C). This year's weather was ideal for breeding activity. The only exceptions were a few cold nights in May. Overall, temperatures were below average from May through August. May's mean temperature was 15.9°C, June's was 17.7°C, and July's was 20.8°C. No days exceeded 32.2°C. Rain fell on 19 days in May with precipitation totaling 11.2 cm (average). There were 10 days of rain totaling only 5.7 cm in June (5 cm below normal), and 14 days of rain totaling 11.9 cm in July (1 cm below normal). The only significant rainstorm in July (on the 28th) produced 3 cm of rain."
348,COASTAL SCRUB,202004.0,2004.0,1971.0,30,170.5,49,," (24 sunrise, 0 sunset). 2004.",8.1,25.0,51.5,254/40 ha,"Mean start temp., 10°C (range 5–14°C)."
53,DISTURBED COASTAL SCRUB A,212004.0,2004.0,1972.0,30,136.1,65,," (22 sunrise, 0 sunset). 2004.",4.7,31.0,32.5,277/40 ha,"Mean start temp., 10°C (range 5–14°C)."
54,DISTURBED COASTAL SCRUB B,222004.0,2004.0,1971.0,30,204.2,68,," (25 sunrise, 0 sunset). 2004.",8.1,23.0,54.0,267/40 ha,"Mean start temp., 10°C (range 5–14°C)."
376,RED OSIER DOGWOOD SHRUBLAND,232004.0,2004.0,2004.0,1,12.2,6,," (6 sunrise, 0 sunset); 13, 18, 27 May; 3, 10, 14 June; 2004.",10.0,21.0,113.0,452/40 ha,"Mean start temp., 14.2˚C (range 7–18˚C). The 10 June visit was ended early due to heavy rain. The 27 May visit began with heavy fog, which soon lifted to clear skies."
90,MIXED HARDWOOD POLETIMBER,12005.0,2005.0,1965.0,39,19.0,10,," (0 sunrise, 5 sunset); 3, 10, 17, 29 May; 7, 18, 30 June; 12, 21, 28 July; 2005.",8.5,51.0,124.5,586/40 ha,"Mean start temp., 19.6°C (range 9–26°C). May's mean temperature was 11.3°C, which is far below average. Mean temperatures in June (20.3°C) and July (21.7°C) were about average. Only two days during this period saw temperatures exceed 32.2°C, while nighttime lows in May dipped below 0°C six times. Rain fell on 17 d in May totaling 11.9 cm (slightly above normal), and in June on 11 d totaling 7.7 cm. This is about 3 cm below normal. During July, rain on 15 d totaled 15.0 cm (2 cm above average). Source: White Memorial's own weather station."
3,SECOND-GROWTH HARDWOOD FOREST,22005.0,2005.0,1965.0,39,15.0,10,," (0 sunrise, 8 sunset); 10, 21 May; 2, 9, 17, 28 June; 5, 14, 25, 31 July; 2005.",10.1,38.0,68.0,269/40 ha,"Mean start temp., 21.2°C (range 13–27°C). May's mean temperature 11.3°C was far below average. Mean temperatures in June (20.3°C) and July (21.7°C) were about average. Only two days had temperatures exceed 32.2°C, while nighttime lows went below 0°C six times in May. Rain fell on 17 d in May totaling 11.9 cm (slightly above normal), 11 d in June totaling 7.7 cm (about 3 cm below normal), and 15 d in July totaling 15.0 cm (about 2 cm above normal). Source: White Memorial's own weather station."
377,MIXED UPLAND BROADLEAF FOREST,32005.0,2005.0,1979.0,7,34.5,10,," (9 sunrise, 1 sunset); 2, 5, 7, 8, 9, 11, 13, 16, 18, 20 June; 2005.",12.0,30.0,137.0,457/40 ha,"Mean start temp., 15.8°C (range 10–26°C). Wind brought down 15 trees."
367,RED OAK,52005.0,2005.0,1979.0,6,36.7,10,," (9 sunrise, 1 sunset); 1, 4, 6, 7, 10, 11, 14, 17, 19, 21 June; 2005.",10.5,31.0,163.5,623/40 ha,Mean start temp. 17.8°C (range 12–28°C).
378,OAK,62005.0,2005.0,1993.0,13,17.7,10,," (8 sunrise, 2 sunset); 26 April; 2, 8, 9, 11, 15, 18, 22, 23 May; 3 June; 2005.",11.3,9.0,20.0,71/40 ha,"Mean start temp., 12.0°C (range 4–24°C). Precipitation was significantly below normal for May 2005. Normal May temperatures: mean 16.07°C, minimum 11.1°C, maximum 22.2°C."
105,VIRGIN HARDWOOD SWAMP FOREST,72005.0,2005.0,1979.0,14,11.4,9,," (9 sunrise, 0 sunset); 17, 30 April; 1, 10, 13, 14, 22, 27, 28 May; 2005.",8.9,19.0,87.5,393/40 ha,"Mean start temp., 14.6°C (range 2–18°C). April was a fairly wet month. May was drier than average. Temperatures were cooler than normal."
357,MATURE MAPLE,82005.0,2005.0,1992.0,13,21.2,10,," (5 sunrise, 5 sunset); 24, 25 May; 4, 5, 8, 9, 20, 21, 24, 25 June; 2005.",10.2,9.0,55.0,216/40 ha,"Mean start temp., 17.6°C (range 2–30°C). The visits on 20 June and 21 June followed heavy rains; stream noise was considerable."
209,TAMARACK SLOUGH,92005.0,2005.0,1973.0,9,26.4,8,," (6 sunrise, 2 sunset); 5, 7, 8, 21, 24, 26, 28, 29 June; 2005.",8.8,34.0,138.0,627/40 ha,"Mean start temp., 21.0°C (range 15–25°C)."
359,CLIMAX HEMLOCK,102005.0,2005.0,1965.0,39,20.0,12,," (1 sunrise, 7 sunset); 5, 13, 20, 27 May; 3, 11, 19 June; 1, 11, 20, 26, 31 July; 2005. Maximum number of observers/visit: 3.",10.5,36.0,97.5,371/40 ha,"Mean start temp., 20.1°C (range 13–28°C). May's mean temperature was 11.3°C (far below average). Mean temperatures in June (20.3°C) and July (21.7°C) were about average. Only two days during this period saw temperatures exceed 32.2°C, while nighttime lows in May dipped below 0°C six times. Rain fell on 17 d in May totaling 11.9 cm (slightly above average), 11 d in June totaling 7.7 cm (about 3 cm below normal), and 15 d in July totaling 15.0 cm (about 2 cm above average). Source: White Memorial's own weather station."
369,YOUNG MIXED HARDWOOD,112005.0,2005.0,1978.0,28,12.0,8,," (1 sunrise, 7 sunset); 26 May; 3, 12, 24 June; 5, 16, 23, 29 July; 2005.",8.5,38.0,65.0,306/40 ha,"Mean start temp., 21.1°C (range 13–27°C). May's mean temperature was 11.3°C (far below average). Mean temperatures in June (20.3°C) and July (21.7°C) were about average. Only two days during this period saw temperatures exceed 32.2°C, while nighttime lows in May dipped below 0°C six times. Rain fell on 17 d in May totaling 11.9 cm (slightly above average), 11 d in June totaling 7.7 cm (about 3 cm below normal), and 15 d in July totaling 15.0 cm (about 2 cm above average). Source: White Memorial's own weather station."
370,RIPARIAN WOODLAND,122005.0,2005.0,1997.0,9,14.0,10,," (10 sunrise); 3, 11, 18, 25, 31 May; 8, 16, 22, 29 June; 6 July; 2005.",8.9,20.0,44.5,200/40 ha,"Mean start temp., 10.7°C (range 5–19°C). No flooding this year. This year's mosquito hatch between 16 and 22 June was the same time period as last year."
372,RIPARIAN SCRUB BASIN,132005.0,2005.0,2004.0,2,22.1,8,," (0 sunrise, 0 sunset); 2, 10 March; 4, 13, 21 April; 24 May; 2, 30 June; 2005. Maximum number of observers/visit: 3.",12.7,25.0,167.0,526/40 ha,"Mean start temp., 16.7˚C (range 12–21˚C). Temperatures were mild, as is typical for southern California's Mediterranean climate. There was no precipitation during, or within 24 h of, survey visits."
373,STREAMSIDE RIPARIAN WOODLAND I,142005.0,2005.0,2004.0,2,26.5,6,," (0 sunrise, 0 sunset); 3, 17 March; 29 April; 1, 2 June; 21 July; 2005.",17.8,21.0,95.0,213/40 ha,"Mean start temp., 23.0˚C (range 17–38˚C). Temperatures were mild, as typical for southern California's Mediterranean climate. Source: National Weather Service."
375,STREAMSIDE RIPARIAN WOODLAND III,152005.0,2005.0,2004.0,2,19.1,8,," (1 sunrise, 0 sunset); 8, 30 March; 29 April; 19, 27 May; 14, 30 June; 8 July; 2005. Maximum number of observers/visit: 3.",12.3,32.0,132.0,429/40 ha,"Mean start temp., 18.3˚C (range 12–26˚C). Temperatures were mildly warm, as typical for southern California's Mediterranean climate. Source: data were obtained by using a Kestrel weather meter."
379,FOREST WETLAND AND BORDERING CLIFF,162005.0,2005.0,1995.0,3,27.2,13,," (11 sunrise, 1 sunset); 17, 25, 27, 31 May; 2, 5, 9, 13, 16, 20, 23, 27 June; 5 July; 2005. Maximum number of observers/visit: 5.",22.3,30.0,58.5,105/40 ha,"Mean start temp., 16.5°C (range 10–24°C). It started out foggy on the 5/27, 6/2, and 6/16 visits; it cleared on 5/27 and 6/2, but it turned to rain on 6/16. May average temperature was 13°C (1.6°C below the 105-yr average). June average temperature was 23°C (6.8°C above the 105-yr average). Precipitation in May totalled 5.36 cm (5.41 cm below the 105-yr average), and in June 7.16 cm (2.87 cm below the 105-yr average). Source: Mohonk Lake Weather Station."
380,DESERT RIPARIAN,172005.0,2005.0,1977.0,28,28.0,8,," (8 sunrise); 21 April; 3, 5, 12, 19, 26 May; 1, 9 June; 2005.",15.4,35.0,138.0,358/40 ha,"Mean start temp., 11.8°C (range 7–15°C). The plot received 21 cm of rain this year, which is a record."
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,182005.0,2005.0,1965.0,39,26.0,12,," (1 sunrise, 3 sunset); 2, 9, 16, 27 May; 6, 13, 20, 28 June; 9, 20, 25, 31 July; 2005. Maximum number of observers/visit: 3.",8.1,48.0,209.0,1032/40 ha,"Mean start temp was 19.6°C (range 9–29°C). May's mean temperature was 11.3°C (far below average). Mean temperatures in June (20.3°C) and July (21.7°C) were about average. Only two days during this period saw temperatures exceed 32.2°C, while nighttime lows in May dipped below 0°C six times. Rain fell on 17 d in May totaling 11.9 cm (slightly above average), 11 d in June totaling 7.7 cm (about 3 cm below normal), and 15 d in July totaling 15.0 cm (about 2 cm above average). Source: White Memorial's own weather station."
348,COASTAL SCRUB,192005.0,2005.0,1971.0,31,201.6,86,," (58 sunrise, 0 sunset). 2005.",8.1,19.0,63.0,311/40 ha,"Mean start temp., 12.7°C (range 8–18°C). The yearly rain total (1 July 2004–30 June 2005) was 957.4 mm. The 1976–2008 average is 860.7 mm. Rainfall for the study period (1 April–31 July 2005) was 176.5 mm. The 1975–2008 average is 97.2 mm."
53,DISTURBED COASTAL SCRUB A,202005.0,2005.0,1972.0,31,149.0,52,," (41 sunrise, 0 sunset). 2005.",4.7,28.0,42.0,357/40 ha,"Mean start temp., 12.7°C (range 8–18°C). The yearly rain total (1 July 2004–30 June 2005) was 957.4 mm. The 1976–2008 average is 860.7 mm. Rainfall for the study period (1 April–31 July 2005) was 176.5 mm. The 1975–2008 average is 97.2 mm."
90,MIXED HARDWOOD POLETIMBER,12006.0,2006.0,1965.0,40,19.0,10,," (1 sunrise, 5 sunset); 5, 16, 23, 30 May; 9, 16, 27 June; 6, 14, 24 July; 2006.",8.5,50.0,132.0,621 / 40 ha,"Mean start temp., 18.3°C (range 11-24°C). This year's weather was extremely wet from early May through late August. The wet conditions produced lush, green plant growth that provided excellent cover for nesting birds, plus an abundance of berries and insects for them to eat and feed to their young. Rainfall was well above average in May, June, and July: 17 wet days in May totaling 20.1 cm,20 d in June with total measuring 30.5 cm, and 13 d in July totaling 16.1 cm. May's mean temperature was 13.3°C (below average). Mean temperatures in June (193°C) and July (224°C) were about average. Source: White Memorial's own weather station."
3,SECOND-GROWTH HARDWOOD FOREST,22006.0,2006.0,1965.0,40,14.5,10,," (0 sunrise, 9 sunset); 4, 15, 22 May; 1, 11, 20, 29 June; 10, 20, 27 July; 2006.",10.1,39.0,70.0,277/40 ha,"Mean start temp., 18.5°C (range 10-25°C). This year's weather was extremely wet from early May through late August. The wet conditions did produce lush, green plant growth that provided excellent cover for nesting birds, plus an abundance of berries and insects for them to eat and feed to their young. Rainfall was well above average in May, June, and July: 17 d in May with rain totaling 20.1 cm, 20 d in June measuring 30.5 cm, and 13 d in July measuring 16.1 cm. May's mean temperature was 133°C (below average). Mean temperatures in June (193°C) and July (22.4°C) were about average. Source: White Memorial's own weather station."
245,HARDWOOD SWAMP FOREST,32006.0,2006.0,1979.0,14,13.7,10,," (10 sunrise); 20, 26, 28 April; 4, 9, 10, 13, 16, 25, 31 May; 2006.",8.1,19.0,76.0,375/40 ha,"Mean start temp., 13.6°C (range 10-19°C). Temperatures and water levels were normal."
247,MATURE MAPLE-BEECH-BIRCH FOREST,42006.0,2006.0,1992.0,14,13.3,6,," (4 sunrise, 2 sunset); 27, 28 May; 1, 30 June; 1, 7 July; 2006.",10.2,8.0,41.0,161/40 ha,"Mean start temp., 18.7°C (range 12-29°C)."
23,CLIMAX HEMLOCK-WHITE PINE FOREST,52006.0,2006.0,1965.0,40,21.0,10,," (1 sunrise, 7 sunset); 5, 18, 25 May; 6, 11, 17, 28 June; 8, 17, 24 July; 2006. Maximum number of observers/visit, 3.",10.5,42.0,100.0,381/40 ha,"Mean start temp., 20.2°C (range 11-26°C). This year's weather was extremely wet from early May through late August. The wet conditions did produce lush, green plant growth that provided excellent cover for nesting birds, plus an abundance of berries and insects for them to eat and feed to their young. Rainfall was well above average in May, June, and July: 17 wet days in May totaling 20.1 cm, 20 in June totaling 30.5 cm, and 13 in July totaling 16.1 cm. May's mean temperature was 13.3°C (below average). Mean temperatures in June (193°C) and July (22.4°C) were about average. Source: White Memorial's own weather station."
108,YOUNG MIXED HARDWOOD-CONIFER STAND,62006.0,2006.0,1978.0,29,11.0,8,," (1 sunrise, 4 sunset); 25 May; 2, 10, 22, 30 June; 10, 20, 31 July; 2006.",8.5,35.0,68.5,322/40 ha,"Mean start temp., 19.9°C (range 10-26°C). This year's weather was extremely wet from early May through late August. The wet conditions did produce lush, green plant growth that provided excellent cover for nesting birds, plus an abundance of berries and insects for them to eat and feed to their young. Rainfall was well above average in May, June, and July: 17 wet days in May totaling 20.1 cm, 20 d in June totaling 30.5 cm, and 13 d in July totaling 16.1 cm. May's mean temperature was 133°C (below average). Mean temperatures in June (193°C) and July (22.4°C) were about average. Source: White Memorial's own weather station."
370,RIPARIAN WOODLAND,72006.0,2006.0,1997.0,10,11.8,8,," (8 sunrise); 3, 10, 17, 23, 31 May; 7, 15 June; 6 July; 2006.",8.9,20.0,50.5,227/40 ha,"Mean start temp., 8.5°C (range 0-16°C). No fiooding this year. This year's mosquito hatch occurred between visits 7 and 8."
194,MIXED UPLAND FOREST,82006.0,2006.0,1975.0,8,33.1,13,," (12 sunrise, 1 sunset); 11, 17, 22, 24, 29, 31 May; 5, 6, 9, 13, 16, 19, 21 June; 2006. Maximum number of observers/visit: 8.",42.3,43.0,181.0,171/40 ha,"Mean start temp., 13.8°C (range 8-20°C). The average temperature for May was 15°C (07°C above normal), and precipitation for May was 12.3 cm (1.7 cm above normal). The average temperature for June was 19.5°C (0.6°C above normal), and precipitation for June was 22.2 cm (12.1 cm above normal). Source: Mohonk Lake Cooperative Weather Station (NOAA)."
381,INTERGRADING DUNE-SWALE SAVANNAH,92006.0,2006.0,1965.0,9,49.7,11,," (9 sunrise, 2 sunset); 6, 9, 11, 13, 14, 15, 17, 18, 20, 21, 22 June; 2006.",11.0,11.0,37.0,135/40 ha,"Mean start temp., 17.9_C (range 15-20_C)."
382,RIPARIAN SCRUB,102006.0,2006.0,2006.0,1,16.8,8,," (0 sunrise, 0 sunset); 16 March; 3, 19 April; 30 May; 9, 20 June; 3, 14 July; 2006.",14.6,19.0,75.0,205/40 ha,"Mean start temp., 18.3°C (range 15-25°C). Temperatures were mild, as typical for southern California's Mediterranean climate. Source: a Kestrel 3000 was used to measure temperature and wind speed."
372,RIPARIAN SCRUB BASIN,112006.0,2006.0,2004.0,3,20.2,8,," (0 sunrise, 0 sunset); 15, 24 March; 25 April; 4 May; 1, 23 June; 5, 21 July; 2006.",12.7,28.0,154.0,485/40 ha,"Mean start temp., 20.0°C (range 11-25°C). Temperatures were mild, as is typical for southern California's Mediterranean climate. There was no precipitation during, or within 24 hours of, survey visits."
373,STREAMSIDE RIPARIAN WOODLAND I,122006.0,2006.0,2004.0,3,38.8,8,," (0 sunrise, 0 sunset); 15 March; 19 April; 17 May; 21 June; 7, 12, 17, 19 July; 2006.",17.8,24.0,156.5,352/40 ha,"Mean start temp., 27.8°C (range 19-32°C). Temperatures were mild, as typical for southern California's Mediterranean climate. Source: National Weather Service."
375,STREAMSIDE RIPARIAN WOODLAND III,132006.0,2006.0,2004.0,3,27.0,9,," (0 sunrise, 0 sunset); 22 March; 12, 24 April; 3, 11, 18, 24 June; 2, 4 July; 2006.",12.3,31.0,151.5,493/40 ha,"Mean start temp., 24.0°C (range 13-33°C). Temperatures were warm, as typical for southern California's Mediterranean climate. Source: the Western Regional Climate Center for Beaumont, CA."
171,FIELD,142006.0,2006.0,1994.0,11,12.1,8,," (0 sunrise, 2 sunset); 3, 24, 31 May; 7, 22, 28 June; 5, 13 July; 2006.",5.8,16.0,93.0,641/40 ha,"Mean start temp., 24.0°C (range 19-29°C). Average temperatures from May through July were 5.2% above the 30-year norm. Below normal rainfall (-36%) for May and June likely negatively impacted breeding numbers. Overall, rainfall was 9.1% above the norm for the 3-mo study period. Source: Environment Canada."
383,SEDGE-TAMARACK DUNE POND,152006.0,2006.0,1978.0,5,39.5,10,," (8 sunrise, 2 sunset); 6, 8, 13, 15, 17, 18, 20, 22, 23, 28 June; 2006.",10.0,25.0,105.0,420/40 ha,"Mean start temp., 21.3°C (range 20-23°C)."
177,DESERT RIPARIAN-FRESHWATER MARSH,162006.0,2006.0,1977.0,29,25.5,8,," (8 sunrise); 21, 26 April; 2, 10, 16, 23, 30 May; 6 June; 2006.",15.4,31.0,168.0,436/40 ha,"Mean start temp., 12.8°C (range 5-19°C)."
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,172006.0,2006.0,1965.0,40,27.0,12,," (1 sunrise, 3 sunset); 4, 15, 22, 29 May; 5, 13, 19, 28 June; 6, 13, 20, 27 July; 2006.",8.1,52.0,204.0,1007/40 ha,"Mean start temp., 19.6°C (range 8-26°C). This year's weather was extremely wet from early May through late August. The wet conditions did produce lush, green plant growth that provided excellent cover for nesting birds, plus an abundance of berries and insects for them to eat and feed to their young. Rainfall was well above average in May, June, and July: 17 d in May totaling 20.1 cm, 20 d in June totaling 30.5 cm, and 13 d in July totaling 16.1 cm. May's mean temperature was 133°C (below average). Mean temperatures in June (19.3°C) and July (22.4°C) were about average. Source: White Memorial's own weather station."
348,COASTAL SCRUB,182006.0,2006.0,1971.0,32,236.4,60,," (28 sunrise, 0 sunset). 2006.",8.1,21.0,43.0,212/40 ha,"Mean start temp., 12.9°C (range 9-21°C). Bioyear rainfall (1 July 2005-30 June 2006) was 1291.0 mm. The average bioyear rainfall from 1976-2008 is 860.7 mm. The breeding season rainfall (1 April-31 July) was 187.5 mm. The 1975-2008 average breeding season rainfall is 97.2 mm."
53,DISTURBED COASTAL SCRUB A,192006.0,2006.0,1972.0,32,143.5,62,," (25 sunrise, 0 sunset). 2006.",4.7,31.0,32.5,277/40 ha,"Mean start temp., 12.9°C (range 9-21°C). Bioyear rainfall (1 July 2005-30 June 2006) was 1291.0 mm. The average bioyear rainfall from 1976-2008 is 860.7 mm. The breeding season rainfall (1 April-31 July) was 187.5 mm. The 1975-2008 average breeding season rainfall is 97.2 mm."
90,MIXED HARDWOOD POLETIMBER,12007.0,2007.0,1965.0,42,23.5,10,," (1 sunrise, 7 sunset); 9, 16, 26 May; 5, 12, 19, 30 June; 9, 16, 26 July; 2007. Maximum number of observers/ visit, 3.",8.5,48.0,141.0,664/40 ha,"Mean start temp., 24.4°C (range 18–32°C). Overall, the weather during May, June, and July was pretty nice in northwest Connecticut. It was very conducive to vegetation growth, and it helped produce an abundance of seeds, nuts, berries, and insects as the season progressed. Rainfall was below average in May, with 11 wet days producing a total of only 4.4 cm of rain. The number of wet days remained the same in June, but 8.6 cm of rain fell. That's a little below average. In July, there were 12 wet days that produced a total of 15.5 cm of rain. That's a little above average. May's mean temperature was 14.7°C, which is a little below average. The mean temperature in June was 18.6°C, which is close to average. In July, the mean temperature was 20.4°C, which is a little below average. Source: White Memorial Foundation's own weather station."
3,SECOND-GROWTH HARDWOOD FOREST,22007.0,2007.0,1965.0,41,16.5,9,," (0 sunrise, 9 sunset); 14, 25 May; 1, 8, 18, 29 June; 12, 21, 31 July; 2007.",10.1,40.0,96.0,380/40 ha,"Mean start temp., 23.8°C (range 19–32°C). Overall, the weather during May, June, and July was pretty nice in northwest Connecticut. It was very conducive to vegetation growth, and it helped produce an abundance of seeds, nuts, berries, and insects as the season progressed. Rainfall was below average in May, with 11 wet days producing a total of only 4.4 cm of rain. The number of wet days remained the same in June, but 8.6 cm of rain fell. That's a little below average. In July, there were 12 wet days that produced a total of 15.5 cm of rain. That's a little above average. May's mean temperature was 14.7°C, which is a little below average. The mean temperature in June was 18.6°C, which is close to average. In July, the mean temperature was 20.4°C, which is a little below average. Source: White Memorial Foundation's own weather station."
